Age,Estimated_Income,Superannuation_Savings,Amount_of_Credit_Cards,Credit_Card_Balance,Bank_Loans,Bank_Deposits,Checking_Accounts,Saving_Accounts,Foreign_Currency_Account,Business_Lending,Properties_Owned,Nationality_encoded,Occupation_encoded,Loyalty_Classification_encoded
80,253050.08,27065.79,1,6450.85,361591.43,1802267.66,507304.97,695274.81,80993.12,1008435.77,2,4,146,3
75,141963.47,12185.08,1,1073.26,599113.56,1209702.56,425951.61,332242.25,24756.85,413357.88,1,4,71,0
65,341626.91,44359.14,1,7977.95,2348592.06,1338614.55,607598.09,225570.79,28764.68,3336500.57,3,1,183,3
38,182270.3,25891.2,2,1620.66,122514.24,156565.34,209738.48,104514.75,20617.51,1109415.87,0,4,28,2
50,61262.84,4688.84,2,1083.76,50078.08,162516.94,124427.03,103604.55,6188.92,424619.19,2,4,37,1
67,95926.86,14361.6,3,637.85,205841.59,39648.52,41039.7,21104.14,6500.74,141223.41,3,4,102,3
20,80367.55,58648.81,1,2118.95,844227.09,476645.88,175318.02,357648.77,41563.09,213113.86,0,2,193,0
56,44088.51,32418.88,2,2795.52,1485747.33,396706.92,153723.93,55588.56,40504.26,717420.29,1,4,29,3
54,305348.02,51505.84,1,7415.95,239042.4,1291352.74,484257.28,431733.99,77112.73,641559.73,3,4,107,0
85,191377.91,43629.74,1,3899.23,1444418.31,1425990.31,753353.37,556405.28,43399.16,1256997.06,2,4,119,0
31,99667.97,8733.24,3,477.07,301347.89,816992.11,227283.52,348296.64,42471.08,915213.46,3,3,93,0
43,282954.63,18883.9,1,4110.58,372766.7,74733.11,32414.36,29965.28,16825.18,171225.35,3,4,167,3
27,282804.76,49807.36,2,6825.77,1890430.08,364617.94,111279.5,81565.51,63673.27,1726033.36,3,1,91,0
82,260184.04,18881.84,3,6592.3,689412.98,2435334.3,595693.28,1037916.7949999999,44074.48,2616405.59,2,2,133,0
65,32301.47,5597.4,1,1751.42,310657.96,74293.47,64447.35,14035.2,13795.28,579453.83,1,3,32,1
18,97502.58,5150.34,2,1344.22,157753.41,150704.23,101864.9,21098.59,20996.65,385928.65,2,4,133,2
55,109855.48,19648.2,1,2247.4,458086.39,291375.61,191215.25,29866.0,11316.36,1028243.67,3,0,175,2
19,151193.95,33631.52,1,1220.1,293387.82,137999.05,132551.72,34808.44,18224.65,429002.9,3,4,22,0
17,249497.48,59905.01,1,6824.52,991335.4,195027.48,66309.34,109410.42,30405.96,329428.16,3,4,2,1
36,330112.12,11676.21,1,6231.99,120880.88,3157817.395,920097.52,708475.09,74725.3,1901489.69,1,4,82,1
21,214088.86,45225.68,1,9075.06,1117489.89,393421.82,106604.62,79496.59,36316.25,289815.53,1,1,50,1
85,41843.49,22510.5,3,2900.64,45830.16,1063704.14,260908.56,232610.02,19140.1,114520.07,0,3,129,3
39,77370.4,15353.04,1,1226.52,250432.85,1572704.65,492937.28,605843.39,58450.88,501286.86,1,2,1,3
72,131060.16,27387.8,1,1647.92,1230159.76,1476110.5,651789.05,380338.08,6394.51,377511.97,2,1,132,1
46,66959.86,22881.78,1,774.88,890834.85,567479.9,140942.72,229959.18,1853.11,585921.24,2,2,159,2
72,129558.06,2370.82,3,916.1,259774.42,162718.23,52883.43,97834.34,6109.39,104134.93,1,4,41,1
58,184460.64,5971.84,2,3397.78,1177332.92,77019.89,31271.23,31433.38,47875.74,1890384.33,2,4,181,2
72,85056.25,13654.25,1,2557.8,184405.2,116331.16,70199.84,16547.1,17304.3,356630.11,1,1,140,1
50,276078.13,28839.58,1,3502.89,316820.38,95358.5,105953.89,55398.75,4418.68,301499.11,2,4,5,0
26,432392.22,57262.6,2,583.85,1484948.05,1553625.54,797807.71,589817.84,27489.31,2376662.16,2,4,193,3
41,339802.57,59287.13,1,5457.24,389702.54,254722.43,265049.01,63336.39,36141.73,1023580.23,0,2,72,1
66,77407.75,35767.47,3,1688.36,1005492.83,615712.78,381155.53,54827.76,25887.43,733526.16,3,4,169,2
28,337917.67,36312.85,1,3451.99,851734.65,803847.9,388064.5,359052.06,61148.52,1893392.88,0,4,117,2
55,212962.85,11049.02,2,1721.27,1020310.45,301089.99,129737.96,113900.14,10271.75,227929.55,1,4,66,1
27,235953.25,23897.5,1,5806.17,256317.89,665597.44,237410.55,143633.38,69174.12,180935.2,0,2,55,0
48,359386.37,4756.08,1,2420.87,1546378.41,1190649.75,872458.87,163201.13,75357.4,168061.17,2,4,122,2
24,308349.82,51800.38,2,3156.4,288820.54,624747.14,552937.12,120569.02,19588.35,101492.8,2,2,183,3
49,136269.28,12691.6,1,1487.82,393333.96,106097.87,144512.61,35341.57,8706.96,48762.69,1,4,104,1
68,347932.8,58421.6,2,622.3,257923.74,326853.43,248798.88,152986.92,41523.38,736855.82,0,0,139,3
84,190381.92,36638.46,1,2749.99,329956.16,1589656.94,365873.42,976377.39,23240.23,1065150.93,3,2,73,0
48,88541.19,2229.24,1,2668.04,123433.6,238841.5,157418.26,96893.65,17470.6,500166.3,1,2,61,3
83,358617.17,62413.95,1,1597.4,735813.67,540484.34,315867.47,320430.0,740.91,882359.83,2,4,25,3
24,96671.07,18183.9,1,771.33,174294.11,287273.49,83671.89,181568.0,38277.75,460135.42,3,2,187,1
80,169754.68,54407.76,1,9020.95,835555.85,1895319.07,1100507.85,415136.02,12789.96,553463.19,2,4,140,0
24,97850.68,22736.22,1,2457.74,337786.64,1065152.15,253607.65,405047.65,13410.06,219390.44,2,2,34,1
74,349933.41,24854.83,1,6029.69,1240595.62,1597694.61,782763.13,251878.16,16360.29,1083760.02,0,2,146,0
38,116926.94,18431.28,2,3828.2,1049088.92,463600.46,200893.53,58413.66,7382.34,1299697.25,1,2,86,0
56,170196.21,26256.48,3,168.84,75106.9,341386.34,242146.13,157911.03,29122.63,774340.56,3,4,15,3
29,18691.14,20922.84,1,4093.77,110858.56,463704.68,206423.37,76047.57,11768.22,170488.11,2,4,169,1
25,304544.09,9285.43,1,2206.88,84358.24,888080.41,814073.71,160488.82,47036.59,1553704.15,1,2,121,0
35,265028.36,45402.12,1,1547.03,478689.94,1108827.79,559903.14,285111.46,75594.89,718720.48,2,4,27,0
79,338383.13,57267.05,1,3505.86,1565513.72,730384.02,497152.15,144603.76,74778.17,884890.55,1,1,90,1
75,317499.06,18870.55,1,6092.89,1311917.49,407298.36,261567.75,118826.49,51714.73,1603901.66,3,2,129,3
71,83916.94,1991.68,2,3020.89,556722.2,312542.57,245982.58,26913.39,24446.02,110532.56,1,2,34,3
49,312678.89,36217.49,2,2410.0,232904.13,318996.72,343071.94,142344.76,8041.33,324524.37,2,1,183,1
28,317955.53,32140.2,2,2672.92,440499.86,1871808.49,1379657.16,280771.27,75910.21,1307611.41,2,4,125,3
68,130640.72,38007.6,2,1044.24,408680.88,1457664.19,655948.89,301736.49,31484.98,1893897.5,2,4,21,0
66,275620.68,49539.44,1,3034.77,764208.13,1208603.83,835035.37,160854.18,34122.22,1557477.37,1,2,48,2
25,84045.31,19776.5,3,1544.03,120289.31,34566.96,22057.01,5757.87,18889.76,204607.2,1,3,100,3
46,29990.47,3006.14,3,2847.68,416331.58,154325.5,44093.0,84364.61,16184.48,493787.55,1,1,188,0
69,97272.8,63385.74,2,2911.2,710326.71,672473.83,186131.15,339719.37,45223.01,837999.69,3,4,100,1
62,113729.44,32788.36,1,4.25,442508.77,391283.91,236829.74,191832.09,2429.76,229924.39,3,2,40,0
57,48676.4,2889.27,2,1604.4,74495.92,75741.15,58466.85,87806.59,996.26,312041.11,1,0,77,3
64,394145.81,28230.63,1,5575.83,95877.06,559640.54,510260.49,300230.69,46232.95,374599.35,1,0,177,1
47,50793.9,26256.45,2,1853.87,247586.63,257863.78,157583.42,130221.21,26028.49,126120.75,0,1,94,1
65,162867.01,10241.76,3,3281.24,723809.55,1392924.89,598243.38,330016.05,36589.36,1398446.9,2,4,119,3
21,178028.67,56679.84,1,5767.57,213942.23,979092.98,617952.12,99674.88,5526.01,2005100.84,2,2,144,1
75,210223.41,29360.74,2,7510.1,121701.28,1030505.47,253781.2,427659.77,54330.37,711150.97,3,4,193,3
84,94094.4,13896.6,3,646.35,160491.71,197645.51,90447.94,205417.33,13140.59,320104.11,1,1,68,1
36,64318.5,22468.5,1,5126.54,535407.39,131688.7,55760.08,38355.82,33785.07,386056.89,3,3,130,1
50,161596.71,55051.27,3,3190.17,140288.81,284761.28,154498.14,152892.57,4558.34,599263.8,3,1,24,3
77,136455.5,40513.41,1,686.07,201191.48,1102267.5,375773.01,574097.66,50819.08,1258790.43,0,1,89,2
63,40137.56,22634.5,1,411.81,173313.54,798969.59,418507.88,143760.17,14716.3,459472.96,2,2,159,1
68,36030.3,31578.36,1,1219.38,530279.44,166642.06,160313.88,54675.47,18631.01,599993.75,1,4,23,1
33,128108.98,40617.85,1,2269.13,1277122.85,463697.41,352603.24,101723.62,59710.35,1460715.56,2,4,25,3
76,434467.28,41995.24,1,16.81,1228527.56,423754.22,219183.22,208954.67,10116.26,1773731.22,2,4,188,2
43,86127.46,19549.32,1,3961.25,594368.12,557125.87,267269.85,75324.92,18824.53,842638.89,3,1,27,3
76,139134.53,27288.72,1,863.83,327201.14,151010.29,110058.35,122548.69,15494.79,121501.51,2,4,116,1
30,107610.47,32395.96,1,5561.34,950685.55,1247148.93,618740.55,285394.08,38977.48,473459.62,1,1,95,2
61,222610.25,32114.55,1,4860.36,726726.3,745869.06,313151.13,233155.25,8362.58,1733411.32,0,2,115,3
82,82543.13,7449.75,2,4819.31,114752.9,1221609.51,260343.01,807664.12,84473.72,601287.68,2,2,96,2
40,354296.33,10313.28,1,1654.13,403093.76,866009.64,546410.84,353723.7,28919.12,1267574.31,1,4,50,3
77,47428.51,21055.44,1,2420.8,192982.01,83150.49,56397.73,12407.5,18277.36,279713.67,3,4,166,1
64,109843.19,37048.72,3,6149.44,1210157.2,1938117.36,689108.39,537504.55,3250.07,758862.7,3,1,140,1
61,17871.56,11860.25,1,3459.75,135110.15,645257.48,327237.72,104255.17,12160.05,481101.25,1,2,147,0
64,184903.8,37937.12,1,5112.17,237716.76,1553374.78,830874.88,354627.03,56720.84,1240572.82,2,2,106,1
77,114059.46,12654.46,1,1040.38,208829.09,380343.23,355962.25,151405.86,11721.84,408184.44,1,4,168,3
54,148799.02,20751.8,1,4858.03,544752.5,598410.21,173584.64,303042.24,8955.42,308402.53,0,4,53,1
42,228507.56,43267.5,1,743.93,1130151.07,54706.15,24046.66,35709.29,37990.0,956104.01,3,4,137,1
24,46666.15,18698.85,1,4987.8,892919.79,1138431.29,468290.88,403537.56,15969.1,185979.56,1,4,135,1
76,129533.62,7558.96,2,102.2,270313.7,180482.65,164075.14,123056.35,15560.47,136567.92,3,2,161,2
66,71153.12,3357.99,2,1652.2,262372.62,411362.4,103676.7,223841.34,660.55,698882.86,1,2,117,1
20,81361.42,21465.02,1,2307.75,241077.45,255753.37,162752.14,169395.09,43737.48,123926.36,3,2,111,1
49,207038.15,15002.9,3,4638.25,626080.13,1095366.7,238123.2,333372.47,63777.25,1391370.72,1,2,143,1
43,278325.13,31407.42,3,309.1,499815.56,334392.32,364337.9,103761.44,4084.6,486852.47,0,1,126,1
23,234162.04,9496.42,2,113.73,1830929.44,296190.68,127808.31,42785.35,97909.41,797065.83,0,3,115,0
17,353467.78,4487.81,2,3036.95,909814.53,320802.15,217980.95,228098.55,26363.42,763016.58,3,2,49,1
54,216752.38,16555.86,1,42.6,48703.85,188233.4,61662.67,83504.23,19594.42,902074.88,3,1,7,2
44,89651.54,34484.4,1,1441.04,75730.25,227310.08,237642.36,73669.13,8620.43,663583.24,0,2,182,1
56,85181.04,28180.8,2,3689.95,57099.33,0.0,0.0,0.0,1915.97,777429.31,0,4,109,3
63,101574.37,11630.52,1,368.13,109020.32,310314.52,334184.86,40738.73,19053.68,98511.1,3,2,35,2
81,440439.33,36666.96,1,3399.18,1250526.42,1169638.99,406295.65,775409.09,53226.45,211540.6,2,2,104,3
71,35709.93,6608.58,1,1905.13,66945.46,1146047.71,416081.02,332718.82,43642.42,592806.25,3,4,52,0
25,101280.4,38744.8,2,4111.52,0.0,135513.26,117444.82,41406.83,34137.76,442229.94,2,2,138,0
28,393650.35,41991.38,1,5581.13,166158.24,630755.22,227071.88,632353.14,19709.52,1197555.06,1,2,173,3
25,160662.66,4765.84,1,4074.52,378938.13,116891.76,34379.93,93055.01,8772.58,724109.12,0,3,82,3
65,380018.35,36894.06,1,6366.83,482508.86,943481.74,438385.45,458017.5,41067.19,1779962.09,2,2,3,1
40,230764.8,21653.4,1,1907.49,676955.94,381602.53,398689.21,193079.49,16057.49,594087.66,2,4,55,3
50,49999.28,3392.04,1,4131.72,493103.44,763141.84,244205.39,430717.25,10856.46,1019528.82,1,3,114,3
65,119101.35,35146.2,1,216.91,740668.24,222029.98,64933.3,130076.05,37738.33,326036.59,0,1,89,2
45,92351.2,8788.81,3,1451.26,145044.2,120010.97,181148.64,30342.4,10290.77,197343.52,1,4,49,0
65,107355.9,27348.24,3,9794.39,1168454.83,742185.41,332030.32,176562.0,7084.29,2345714.89,3,4,111,1
41,110953.78,15479.49,1,2328.9,529852.13,850010.85,334649.94,194096.97,1401.7,149256.67,0,4,144,1
84,64212.22,27972.56,1,2864.03,665377.22,307164.55,144101.89,221006.79,25557.18,993089.16,2,4,43,3
22,82651.24,9350.64,1,1039.59,172491.89,780674.58,223049.88,229271.8,2813.19,285502.46,2,0,180,3
37,27514.69,6758.0,1,472.39,72751.46,379435.57,289466.31,104755.51,19041.59,367893.84,1,0,134,0
34,242622.35,22147.4,1,4572.92,414702.5,150965.01,46084.06,73337.21,12657.56,1310467.62,1,2,120,1
76,83536.49,31195.27,1,4100.08,772947.34,60890.81,54040.59,21852.19,2728.44,1068648.75,3,2,89,1
64,405968.31,7797.3,1,7672.83,2080691.23,1056916.37,262502.11,424009.98,105935.3,890955.74,0,4,78,3
80,357944.04,44053.2,2,9837.83,1687860.5,272673.23,123942.38,48750.67,49768.88,1512885.92,3,3,191,1
51,75434.29,20579.97,1,161.12,452704.1,92375.97,49267.19,38322.83,19550.18,799505.79,3,4,9,1
54,63066.52,18082.61,1,2313.62,40136.79,242133.59,155919.36,26689.73,20899.07,929792.01,2,1,67,0
70,154622.19,11249.7,2,1325.13,315275.42,279591.24,141611.15,232569.08,9280.16,364749.12,1,1,70,1
70,318320.43,61019.11,1,10566.32,1035646.78,2156888.49,511262.46,1037916.7949999999,14528.4,2046162.98,3,4,76,1
43,98325.12,42326.4,1,1172.81,821532.6,360444.89,188804.47,153789.82,4659.48,1272622.18,3,2,65,1
77,210595.73,28588.56,1,8276.84,784128.83,2080505.71,703269.54,396175.17,30445.03,299258.01,1,1,63,3
76,26996.11,8835.5,3,837.86,303226.55,594754.67,347994.75,301806.36,10935.34,754076.72,0,4,150,3
59,124795.76,4146.8,1,2648.1,941295.81,391486.78,190724.33,34330.38,28008.71,600188.86,2,4,20,1
79,49901.34,2963.48,1,1072.79,144461.27,23967.85,11570.68,23505.02,6587.4,323019.03,0,2,85,1
24,15919.48,4138.29,1,1165.88,345276.76,274261.19,188155.93,83681.55,1983.92,303565.97,2,4,172,1
34,43063.1,1482.03,2,1445.62,161403.68,168183.13,87059.5,117451.18,9519.43,169312.02,2,2,13,1
65,155135.69,9966.0,3,3955.72,657469.34,613776.68,268778.02,136354.7,1902.46,971004.83,0,4,89,2
55,444732.64,24804.57,2,5173.23,1463959.28,849591.13,335364.92,356604.7,2051.04,487926.92,1,4,0,3
84,145503.59,27033.75,1,975.67,466532.68,499893.16,359146.54,124924.76,26095.51,375420.63,2,4,59,1
35,118451.97,27369.65,1,3729.34,853145.91,1241571.38,524039.87,344253.88,26874.54,480920.06,0,0,95,3
78,117375.9,6336.09,1,1327.7,178624.7,99007.56,59675.79,44811.09,8087.51,118523.04,3,4,186,2
28,94100.43,17554.86,1,699.99,90544.73,650368.82,218658.48,355684.47,12835.21,273553.43,1,4,175,1
22,84111.51,18940.38,1,156.67,304608.18,130415.95,61947.58,84900.78,3455.22,356683.94,3,4,83,1
44,217808.57,34263.18,1,468.72,303130.6,1763179.74,1038000.98,195798.27,36567.19,867553.85,2,4,107,2
35,352957.97,64102.72,1,4321.77,882153.62,469038.88,161013.35,98288.15,18318.87,2186957.29,2,3,72,3
28,64385.59,5201.28,1,260.64,175520.16,449340.57,164758.21,217430.91,22500.29,628846.85,2,2,6,0
51,119733.29,9049.48,1,1186.13,438554.1,230097.35,133604.91,163888.69,14179.6,198120.73,0,4,133,3
32,57241.14,18617.2,1,2953.65,196928.9,383668.25,168814.03,162982.27,28674.1,171255.0,0,4,89,0
55,42230.54,11345.13,2,1409.97,156919.11,15516.82,6684.17,18906.65,6942.6,394471.0,1,2,82,3
38,50643.44,15186.75,1,79.07,488341.35,136187.5,32425.6,63554.17,17281.85,59911.11,1,4,143,0
72,390347.05,32717.64,2,655.56,798844.1,272225.32,292023.52,239459.29,26341.15,759225.36,3,2,135,3
40,220770.81,42264.0,3,624.07,493159.95,123042.75,89305.22,127706.47,16505.19,721725.68,2,0,41,3
74,29254.29,18972.6,1,2105.88,197442.12,290795.53,243383.22,44346.32,4735.06,546877.16,3,2,38,3
60,231058.46,15558.48,2,1811.87,852715.89,564498.46,204180.3,384459.49,37945.02,1037021.16,2,4,49,1
80,512987.8,61515.78,1,6672.66,2284895.89,436494.57,180714.31,119688.48,107769.98,346486.11,0,4,57,2
72,316487.54,51908.88,1,2178.25,1133288.14,333646.22,190654.98,323160.2,16174.75,1183141.72,3,4,145,1
65,105806.97,9856.08,1,1192.21,453765.56,537259.32,158619.42,233017.04,6831.59,966530.88,1,1,16,1
58,34790.13,3728.64,1,860.08,313934.98,193911.29,158899.53,78399.41,7278.11,98574.8,2,4,64,0
74,424534.08,18303.68,2,2325.82,1143094.9,1446402.95,1004446.49,341511.81,31219.43,583708.53,0,2,80,3
30,241146.8,11445.84,1,1104.26,95355.84,19577.68,24549.79,3719.76,32380.69,476097.96,2,1,10,3
35,161205.73,29036.0,2,4269.23,780104.62,278287.04,172459.58,269977.63,31515.76,676672.96,1,1,147,3
44,41423.42,18651.46,1,793.34,503119.15,59947.95,32737.54,6356.18,19520.45,887127.67,1,2,28,1
76,55512.32,8663.46,2,832.9,108096.9,98876.79,80220.79,90388.31,4904.11,142258.88,1,2,117,1
25,391452.51,38522.84,1,7426.32,1768136.2,1972356.39,1116139.66,326126.84,94730.56,2198522.39,3,4,32,1
53,114409.21,31143.84,1,3134.38,462978.43,687194.25,530121.28,88288.1,31519.66,516020.9,3,1,94,0
78,95433.87,7874.28,1,3124.0,392978.51,239051.29,118665.75,31988.16,30605.72,647400.76,1,1,83,3
64,62999.27,6722.56,3,1472.27,508656.14,118423.6,99725.13,17950.52,22549.2,244181.01,0,2,52,2
58,144736.43,29361.41,1,1535.32,492107.21,702159.58,711278.53,172530.64,21278.81,884355.78,1,3,173,1
31,180874.06,66917.12,1,4832.7,1371965.36,1340823.22,541746.75,885755.94,67131.42,171912.59,3,2,107,1
27,362707.7,33908.94,2,320.02,1309449.69,139803.12,96530.73,58717.31,11050.55,693531.45,0,1,25,2
55,78017.16,6864.0,2,2082.0,424736.47,276501.05,251364.59,54941.12,11632.47,538018.4,1,2,181,0
55,72194.17,5631.99,1,5416.7,1010095.41,688654.25,319243.69,95773.11,42546.26,1258668.34,1,2,181,0
61,257120.22,16263.99,1,8614.06,436988.44,2446251.57,1273391.23,253337.83,80698.26,1128082.14,1,2,165,3
41,106006.79,7414.89,3,3379.99,584428.6,223047.83,166340.75,141843.3,23344.99,1056697.98,3,4,0,0
42,223656.45,30746.24,3,1089.96,486874.06,42186.43,45516.93,8193.05,13025.49,971928.25,2,4,191,0
85,347759.49,37248.12,1,5215.52,404960.34,991525.2,829863.48,309851.62,50297.3,1235883.73,2,4,119,3
41,304960.67,53267.68,2,4115.74,1029192.08,437621.19,256054.95,125699.7,32226.87,1302186.45,1,2,37,0
40,140387.6,55330.3,1,332.28,1267435.2,2796610.66,988135.77,1037916.7949999999,32027.75,2487114.74,2,2,13,3
32,311721.03,14891.4,1,5528.02,1453594.9,859353.81,479255.01,260285.05,71447.69,1468403.35,0,4,53,0
73,301258.44,12422.76,1,2728.29,431187.11,1924837.54,757516.71,503686.52,10385.91,1011038.99,0,2,34,1
18,55803.05,4509.56,2,2337.38,796661.79,1011369.95,423364.17,411133.65,35180.98,716234.57,3,2,185,1
34,106468.98,20277.27,1,1540.27,67922.59,267912.34,233343.0,230577.45,3653.11,529449.63,1,4,4,0
81,39580.89,3358.68,2,810.49,192595.58,182272.44,79583.74,143481.78,5585.9,234172.39,3,1,148,1
45,262363.69,21253.22,2,1165.08,129564.52,1133682.34,441539.44,646556.94,37874.81,1164877.5,3,2,170,1
47,137256.09,18322.92,2,1050.56,1035297.66,976553.21,180073.64,471515.9,34284.83,469532.28,0,4,95,0
46,221165.78,21311.16,1,7306.48,782563.02,2140190.29,781992.61,430644.7,20385.46,1253848.32,2,4,153,0
63,298532.44,58122.08,3,857.64,658958.31,934240.45,324124.24,660641.46,83982.12,2181217.36,2,4,55,1
23,45899.16,29179.06,1,1080.37,240303.96,93779.23,93779.23,30313.5,15891.17,47541.64,2,2,112,0
28,312246.0,37318.38,1,8366.73,973588.88,785365.13,257791.61,263127.3,43271.5,538553.29,3,1,38,1
43,37071.94,28886.88,2,1109.81,356463.1,508775.28,300639.94,100367.49,38155.17,1166359.17,3,4,51,1
75,95144.48,13554.6,1,1957.51,168791.52,311802.7,206231.71,30640.14,14935.3,646481.41,2,0,86,1
18,200436.8,62653.45,1,848.07,479104.12,1883360.08,1283351.56,398672.33,86455.4,212606.68,1,4,30,3
46,98764.34,27175.62,3,425.1,117867.76,29873.72,24108.61,28301.42,16602.52,45228.19,2,2,175,1
77,183024.41,22223.25,1,1303.23,235700.94,2006627.38,818492.75,436441.46,78315.08,1728187.62,3,3,12,0
85,66889.57,5156.8,2,324.06,422696.49,173410.99,63443.05,94741.62,23387.19,84366.59,1,4,95,2
23,141462.63,17063.28,1,1695.2,216353.7,455923.69,319146.58,228189.81,25975.87,847790.11,0,4,46,1
73,109646.87,7193.54,1,3297.61,638694.47,677674.91,258887.05,477418.17,34929.51,1018328.64,0,2,93,1
48,31366.69,10557.68,1,205.82,271792.29,107355.61,94171.59,62153.25,8563.05,58053.18,2,4,142,3
77,179913.72,14324.8,1,7750.89,1265003.46,2034622.23,648064.86,859062.72,4603.1,479919.2,1,1,10,3
37,54145.81,17178.13,1,10499.6,402192.3,2258828.4,1065485.1,234406.72,71126.89,2114414.9,0,4,1,1
48,373997.68,38700.86,2,6360.53,131305.18,1620762.64,699874.78,638850.61,47829.38,789924.38,0,2,85,3
27,126222.11,35815.5,1,2330.5,277444.69,1993409.78,859902.26,367673.36,32194.26,685516.04,0,4,117,3
22,61489.89,16091.79,1,9.9,156150.52,10157.04,7448.5,6446.34,2534.8,156018.65,1,4,9,1
25,272042.88,31200.0,1,7225.63,356842.37,1136705.63,615715.55,137194.05,8238.24,446663.81,3,0,135,1
50,244088.88,56280.84,1,5725.94,1016360.35,358570.12,298808.43,85658.42,39496.46,643953.24,0,2,6,3
80,126670.72,39311.0,1,3014.14,347595.64,425301.02,396467.05,298431.56,41444.27,1105772.34,3,2,141,0
25,209173.89,41508.92,1,4262.54,557126.68,185439.75,111903.3,199507.59,30238.88,180722.27,2,2,23,3
50,84376.77,20749.74,3,2511.63,619021.39,223021.79,111510.9,95313.47,15177.64,171393.63,2,4,39,1
63,62182.99,6083.64,2,3792.61,522778.94,666451.21,517563.17,120599.31,35526.35,1037062.41,3,2,91,1
83,506206.08,46277.84,1,4051.4,88223.23,570531.33,769764.5,168442.58,26101.71,880634.97,0,2,166,0
63,143176.05,19395.6,1,2916.55,865089.01,636679.19,236603.75,216815.07,20589.88,1636903.21,3,4,141,1
79,29911.84,25819.2,1,1514.03,807750.69,579578.98,294785.86,208948.22,23836.14,294399.65,0,4,130,1
34,150110.25,30599.0,3,2879.07,948876.15,365701.59,208514.07,75225.46,10319.28,385864.35,0,4,132,2
45,145351.01,23670.0,3,4530.66,1266636.67,268319.47,183442.9,81317.23,60661.14,1603253.74,0,4,192,1
48,235108.2,27598.14,1,6791.72,94868.88,629217.11,230905.36,387921.01,74617.93,723146.08,2,4,60,3
40,162116.96,47411.65,2,2642.12,317002.4,524488.64,334361.51,183112.1,15214.68,1065429.56,1,4,47,1
78,110879.81,15968.46,1,425.06,110950.57,186712.06,161039.16,47751.61,5280.94,387562.57,3,2,108,2
34,483509.98,48809.2,1,11789.66,508334.96,3157817.395,979262.92,1037916.7949999999,121035.0,1301616.99,1,2,157,1
27,263582.2,59045.16,1,5868.59,1599755.13,948718.04,246666.69,239203.44,59724.63,1885029.44,0,0,40,3
84,52989.01,23002.36,1,1714.85,146524.14,51426.54,75366.48,7181.98,9821.15,204751.77,0,2,70,1
78,177519.51,4661.36,1,2303.53,472207.03,294577.43,140742.55,95148.51,26784.25,273850.24,0,4,124,1
69,356554.05,56073.06,1,5081.16,366610.73,467088.25,344170.29,194702.05,21227.12,1526518.71,2,4,37,1
33,265344.07,50281.14,2,10514.42,1186879.32,3056394.35,779483.12,737637.19,54256.14,2892226.51,0,4,170,0
26,155729.63,29286.71,1,6036.08,816917.54,853648.42,314938.25,549815.89,21103.34,1157637.72,1,1,75,1
53,230426.15,24638.11,1,1326.59,381936.29,141945.93,76650.8,196879.0,13577.81,660537.15,2,0,19,1
35,74979.15,53063.4,1,377.66,737955.13,477508.08,349802.43,211602.71,22143.11,1252487.57,2,2,134,3
20,51930.75,18163.5,1,5345.25,395341.5,1224257.63,253013.24,349158.27,37269.0,1503253.5,1,4,164,1
61,31880.31,15558.5,2,1893.2,106533.4,65048.48,43094.62,38980.3,10360.4,231869.8,0,1,152,0
35,231029.02,28929.82,3,612.9,511206.39,319805.85,105881.67,79346.42,9542.83,1832460.82,1,1,110,1
20,158390.39,42135.6,1,92.75,424424.85,348631.44,228195.13,401623.42,2156.06,787650.25,0,4,31,0
80,254879.14,44810.67,1,8013.0,824821.2,1755886.45,593368.53,531125.38,42845.41,1274763.06,2,4,141,1
64,62223.13,5403.25,1,1817.38,19043.33,196999.43,154943.37,54451.53,17116.93,462183.45,2,2,4,2
34,217568.28,20333.25,1,877.74,754059.63,346491.26,99403.23,193836.3,69407.65,1110975.18,2,4,177,3
76,436829.84,38715.6,2,2030.11,1200919.78,163502.98,173721.91,34029.06,57285.31,436274.5,3,2,18,3
52,140846.75,28370.88,1,2361.31,354919.45,55923.37,50745.28,65492.49,21011.79,545173.29,2,4,170,0
56,168569.04,15739.29,2,8236.71,1035797.46,2232448.41,821541.01,732957.46,65832.49,1113701.26,0,4,189,3
69,21255.94,17049.0,1,629.92,480426.48,659002.47,341185.67,118620.44,17969.04,572149.8,1,3,7,3
60,419145.55,39600.0,1,3865.31,2210291.07,2847399.63,1063269.48,820159.22,54966.68,2369179.03,2,4,29,1
18,69206.32,11412.24,1,2836.85,264579.84,687309.24,469661.31,70105.54,596.4,449243.76,2,4,142,3
32,89269.83,18376.2,3,329.22,32037.08,199933.91,199933.91,152113.65,1727.52,154043.36,3,2,163,3
43,50756.65,36316.7,1,2477.19,585444.33,86611.9,74455.84,48821.76,3990.34,404897.06,2,4,68,3
78,213666.88,29340.5,1,5451.6,673674.75,2856010.5,1379657.16,265037.77,71299.2,2655115.05,3,0,135,0
43,262723.68,52633.68,3,8438.55,682130.4,410349.82,161828.1,125879.14,83921.89,1003712.46,1,0,177,3
59,114353.96,8347.6,2,4164.17,47289.2,974941.36,441973.42,168469.87,50440.46,735249.72,3,4,186,0
63,94710.69,17339.4,1,1761.65,239733.22,122771.65,36979.41,119813.3,17073.51,37326.77,3,1,133,1
